filepath,label,split,group_id,source_group,sha256,dhash,source_folder
dataset/milk_carton/off_8938503131742_f77110c92e.jpg,milk_carton,external_test,off-sku:8938503131742,off-sku:8938503131742,6e184e4b0bc5c3ef11cb67467eaffaecb5484b6fa6d48141da9b91c71340edde,0d41d0f06060c002,milk_carton
dataset/milk_carton/off_9414090282504_95f0f54165.jpg,milk_carton,external_test,off-sku:9414090282504,off-sku:9414090282504,4fd71bb2e1fc9135957f8ed608e1b4d4d582b60c7f9774076c8f3c9f2b3f784e,c68fa39385898698,milk_carton
dataset/milk_carton/off_9414090291957_c5a9509bee.jpg,milk_carton,external_test,off-sku:9414090291957,off-sku:9414090291957,554c4cc95f7d7513219f80f6ded89553b70e7e3dd931c3564321e1e6943f6cd3,8e8e8e8ecec7c6cc,milk_carton
dataset/milk_carton/off_9415522001274_a16ef40fef.jpg,milk_carton,external_test,off-sku:9415522001274,off-sku:9415522001274,cdd6b342166e74466d3939ba0f415ef9acde713284d92eaba694c10c86297889,0e1f7a71aca48005,milk_carton
dataset/milk_carton/off_9556166020426_21ede45e7c.jpg,milk_carton,external_test,off-sku:9556166020426,off-sku:9556166020426,488b800f143b3335227255488b2d1489182b6d12c8f482386811c3bafaac178e,09999cc8c2b3971f,milk_carton
dataset/aerosol/dl_00000_2ae4444c.jpg,aerosol,test,download-source:aerosol:2ae4444c,download-source:aerosol:2ae4444c,69d10f2dd77ddbda7e60961d03f351ff2e29b9de1a9870efe23e4ca80a01974b,6564ccec4e0c1c1e,aerosol
dataset/aerosol/targeted_00024_58677f727a.jpg,aerosol,test,file:dataset/aerosol/targeted_00024_58677f727a.jpg,file:dataset/aerosol/targeted_00024_58677f727a.jpg,17598226b5e3a298a7ad5d12b94f46e6d0ef8cf8b32a902e1fe218c6c916912b,0707070618b470d1,aerosol
dataset/aerosol/targeted_00033_d051cb3a3e.jpg,aerosol,test,file:dataset/aerosol/targeted_00033_d051cb3a3e.jpg,file:dataset/aerosol/targeted_00033_d051cb3a3e.jpg,6fa0943c27c440b07f114d5446d87a3b844114a7ef92955ff9da5306ff219932,39194051485c1d27,aerosol
dataset/aerosol/targeted_00041_9194c6af8b.jpg,aerosol,test,file:dataset/aerosol/targeted_00041_9194c6af8b.jpg,file:dataset/aerosol/targeted_00041_9194c6af8b.jpg,23456a2c33d49607cd71afaf7b6208d824795621cbf798c5ad1c540b4a206628,070700071b1c3e3e,aerosol
dataset/aerosol/targeted_00081_2432a50746.jpg,aerosol,test,file:dataset/aerosol/targeted_00081_2432a50746.jpg,file:dataset/aerosol/targeted_00081_2432a50746.jpg,2334b3011b2a76d34d5ec410a7e1ac835d0a3f46839ded978405074b09ce9700,b2cc3b7ff9edb038,aerosol
dataset/aerosol/targeted_00092_9f09914bf4.jpg,aerosol,test,file:dataset/aerosol/targeted_00092_9f09914bf4.jpg,file:dataset/aerosol/targeted_00092_9f09914bf4.jpg,2f31aab50394f0fae0c03ab7e9b8db68bc915de5e8e58c9a021948eea60e6d49,7a7eb3b6b676767e,aerosol
dataset/aerosol/targeted_00095_83ebb92162.jpg,aerosol,test,file:dataset/aerosol/targeted_00095_83ebb92162.jpg,file:dataset/aerosol/targeted_00095_83ebb92162.jpg,c300ae65d7e654f54b5f29a7b622ee0a9bc425ca5c8f178b553c3ddf3c0a3338,30321a0d8e060323,aerosol
dataset/aerosol/targeted_00100_685bec9227.jpg,aerosol,test,file:dataset/aerosol/targeted_00100_685bec9227.jpg,file:dataset/aerosol/targeted_00100_685bec9227.jpg,2f6e1401925670a66d382ecdbb38e94a622f5f849a93cc127f2ca3ce92786a65,0e8f9b8383e3e666,aerosol
dataset/aerosol/targeted_00102_8a0aa14774.jpg,aerosol,test,file:dataset/aerosol/targeted_00102_8a0aa14774.jpg,file:dataset/aerosol/targeted_00102_8a0aa14774.jpg,dc27c946356b3cc2be2c40c8151cc16e600ef3de93932e5421be75bfcef8c6c4,0000e0e0f0f8fcdd,aerosol
dataset/aerosol/targeted_00105_4203883934.jpg,aerosol,test,file:dataset/aerosol/targeted_00105_4203883934.jpg,file:dataset/aerosol/targeted_00105_4203883934.jpg,dfb523af75e07f0b51e4a941f9eef1e09e3fab7cd6dc99d6e32a9ec9b92bf631,00004c0c4c4c0000,aerosol
dataset/aerosol/targeted_00124_df771a76be.jpg,aerosol,test,file:dataset/aerosol/targeted_00124_df771a76be.jpg,file:dataset/aerosol/targeted_00124_df771a76be.jpg,8fbebbabc7eefb9c5d1e174e737cb9d14c731ba77cf133e528633bfd36f4b876,4341494941634347,aerosol
dataset/aerosol/targeted_00130_64060a5602.jpg,aerosol,test,file:dataset/aerosol/targeted_00130_64060a5602.jpg,file:dataset/aerosol/targeted_00130_64060a5602.jpg,01b2131ed644e7d7311882026497bb8ca7f4dc88e4b03de653676fa83bd2f4b7,0f1f3f3f3f3f3737,aerosol
dataset/aerosol/targeted_00136_714ddb46c8.jpg,aerosol,test,file:dataset/aerosol/targeted_00136_714ddb46c8.jpg,file:dataset/aerosol/targeted_00136_714ddb46c8.jpg,7590df3f87abbe26fc038ed5c205cb38740460d216eafb3b16930ad5a11c8666,1b9f7f671f5d7fff,aerosol
dataset/aerosol/targeted_00149_9171b71546.jpg,aerosol,test,file:dataset/aerosol/targeted_00149_9171b71546.jpg,file:dataset/aerosol/targeted_00149_9171b71546.jpg,de52805b6f21157f2b315ea26075404a5ff700488efea6dd56940b8b3c53194d,08cccccccccce50f,aerosol
dataset/aerosol/targeted_00153_d6bd96817f.jpg,aerosol,test,file:dataset/aerosol/targeted_00153_d6bd96817f.jpg,file:dataset/aerosol/targeted_00153_d6bd96817f.jpg,d6e68f2156729d41e0e1c5e32ba6cfb4287fe9cc7a02fef7f346a85d2f73dffe,2414121107fd8884,aerosol
dataset/aerosol/targeted_00163_64a2199b44.jpg,aerosol,test,file:dataset/aerosol/targeted_00163_64a2199b44.jpg,file:dataset/aerosol/targeted_00163_64a2199b44.jpg,195bbfed450c4d0a2efb67ac8bc68caaf3c7b5524f011792211cbcd53b21f6e7,552a95071feb2a9a,aerosol
dataset/aerosol/targeted_00171_ef9cff59f7.jpg,aerosol,test,file:dataset/aerosol/targeted_00171_ef9cff59f7.jpg,file:dataset/aerosol/targeted_00171_ef9cff59f7.jpg,b06c1c4aa916017da11e02acd0663b88d749583af0cbaf6ea9f33589bdda6c7a,07cc060d47b6129f,aerosol
dataset/aerosol/targeted_00187_f4826dd817.jpg,aerosol,test,file:dataset/aerosol/targeted_00187_f4826dd817.jpg,file:dataset/aerosol/targeted_00187_f4826dd817.jpg,ad2c0084c335135bdca61c064055b565e45e6e0c76be3d8f8e109d4c0fd7c386,200001871c3dda8f,aerosol
dataset/aerosol/targeted_00190_a18a3bdce2.jpg,aerosol,test,file:dataset/aerosol/targeted_00190_a18a3bdce2.jpg,file:dataset/aerosol/targeted_00190_a18a3bdce2.jpg,29a863778c9b7142f99b5d05e68f1a3609c0b60ce053aa71b5b13f114c05addd,313027c74babe7c7,aerosol
dataset/aerosol/targeted_00192_148c1bff34.jpg,aerosol,test,file:dataset/aerosol/targeted_00192_148c1bff34.jpg,file:dataset/aerosol/targeted_00192_148c1bff34.jpg,7d37b6a3ce8a8980f1a57ff043c2ec1e432916de1c34a2801c76b4eddf4787af,0100000d7e3b339e,aerosol
dataset/aerosol/targeted_00226_3df177edee.jpg,aerosol,test,file:dataset/aerosol/targeted_00226_3df177edee.jpg,file:dataset/aerosol/targeted_00226_3df177edee.jpg,74b4578ff00dc083acf2ea86a3b6262cade3b1eec2b254757f42025feb0401eb,2e385a76520f8e4e,aerosol
dataset/aerosol/targeted_00254_938a000cd7.jpg,aerosol,test,file:dataset/aerosol/targeted_00254_938a000cd7.jpg,file:dataset/aerosol/targeted_00254_938a000cd7.jpg,3c6e16caf2bc37186d46f2ebf3c0fe3b6c7c378cdf0e9926874c0c946bdc850a,7070707070707070,aerosol
dataset/aerosol/targeted_00256_7a0cbba81c.jpg,aerosol,test,file:dataset/aerosol/targeted_00256_7a0cbba81c.jpg,file:dataset/aerosol/targeted_00256_7a0cbba81c.jpg,b9186eac4b165b749001cf4fcb649670204851199d3e17e902408787ee7e8f92,56aa2d3a2d431eed,aerosol
dataset/aerosol/targeted_00258_fc586452f1.jpg,aerosol,test,file:dataset/aerosol/targeted_00258_fc586452f1.jpg,file:dataset/aerosol/targeted_00258_fc586452f1.jpg,23f1cefb562795528d0b5b610903e7cc5634cc80e5569305d18bef7b943bba3b,97278b3b37ce2f8b,aerosol
dataset/aerosol/targeted_00278_d0fc78bdae.jpg,aerosol,test,file:dataset/aerosol/targeted_00278_d0fc78bdae.jpg,file:dataset/aerosol/targeted_00278_d0fc78bdae.jpg,d3878ba071947f0378cfc55d991b610340eb437fa0ca233d3407b81339afadb7,8ce2f0b4a8f8f8fc,aerosol
dataset/aerosol/targeted_00306_567a400e48.jpg,aerosol,test,file:dataset/aerosol/targeted_00306_567a400e48.jpg,file:dataset/aerosol/targeted_00306_567a400e48.jpg,ee6213abe610c74b503d59170f4f3e1e9009bdfa26a21512846730f3eac372b7,23aba6e72c6c6777,aerosol
dataset/aerosol/targeted_00309_86b08f90d3.jpg,aerosol,test,file:dataset/aerosol/targeted_00309_86b08f90d3.jpg,file:dataset/aerosol/targeted_00309_86b08f90d3.jpg,8bbf832664367d2deeecc2d68cec4b28cd02cb14516038701f3895efeabecc1f,3c0c8c9c47c787a7,aerosol
dataset/aerosol/targeted_00331_069583c3ae.jpg,aerosol,test,file:dataset/aerosol/targeted_00331_069583c3ae.jpg,file:dataset/aerosol/targeted_00331_069583c3ae.jpg,e7c4e30e8e085c457a8a4637478b079ac2a3175d843de634a0bc5f893ef396cb,15161d5f3ce10b26,aerosol
dataset/aerosol/targeted_00362_23a65d79c2.jpg,aerosol,test,file:dataset/aerosol/targeted_00362_23a65d79c2.jpg,file:dataset/aerosol/targeted_00362_23a65d79c2.jpg,0cd348527de4e6aad62e59b6b2ca299f88674290408f8f829f90dcd99de4cff3,3cecee2caeee2a86,aerosol
dataset/aerosol/targeted_00385_1666c6458c.jpg,aerosol,test,file:dataset/aerosol/targeted_00385_1666c6458c.jpg,file:dataset/aerosol/targeted_00385_1666c6458c.jpg,bed9b69823d3d100327acd90e70e987f23e12ffcb07d7939ca9064bb82c2b2f2,b0c8dadadadaca0a,aerosol
dataset/aerosol/targeted_00399_6323f546a9.jpg,aerosol,test,file:dataset/aerosol/targeted_00399_6323f546a9.jpg,file:dataset/aerosol/targeted_00399_6323f546a9.jpg,c6ebf61e043d5739517e70e798059100a1f3cd805ef660da1620d932c43b5c3f,d84002882d2d1448,aerosol
dataset/aerosol/targeted_00400_08bee2bb73.jpg,aerosol,test,file:dataset/aerosol/targeted_00400_08bee2bb73.jpg,file:dataset/aerosol/targeted_00400_08bee2bb73.jpg,d451ff0ca3515552058e8e0a23144038c37f2cd585a839559f518d948fbe6665,01c8c8e4f8f8fce4,aerosol
dataset/aerosol/targeted_00428_fe95c31f9c.jpg,aerosol,test,file:dataset/aerosol/targeted_00428_fe95c31f9c.jpg,file:dataset/aerosol/targeted_00428_fe95c31f9c.jpg,4ed327e85fc8b01e81623b67ae769933979fef8bfefd82927bc83f5902e9adf3,0b1250322454598b,aerosol
dataset/aerosol/targeted_00437_74de4dac6b.jpg,aerosol,test,file:dataset/aerosol/targeted_00437_74de4dac6b.jpg,file:dataset/aerosol/targeted_00437_74de4dac6b.jpg,5594c8dd6e0abad42134ec4d9c8b9552ef76621c3e119614d475ce841bf93598,9a0a9b03e02c8d63,aerosol
dataset/aerosol/targeted_00475_710de3b574.jpg,aerosol,test,file:dataset/aerosol/targeted_00475_710de3b574.jpg,file:dataset/aerosol/targeted_00475_710de3b574.jpg,c36d523e3bd4b85553d3dc99196760489e133909600daaa7c74853bc3967b117,2567a3ab6d4ccccc,aerosol
dataset/aerosol/targeted_00501_03656dab4f.jpg,aerosol,test,file:dataset/aerosol/targeted_00501_03656dab4f.jpg,file:dataset/aerosol/targeted_00501_03656dab4f.jpg,db953e3f104611388204578da0c639803b607038e045684767d7740f02be1dbe,128a898892898a09,aerosol
dataset/aerosol/targeted_00515_bf488904ec.jpg,aerosol,test,file:dataset/aerosol/targeted_00515_bf488904ec.jpg,file:dataset/aerosol/targeted_00515_bf488904ec.jpg,c62fb91405067f36483d7b41680513567cdecc6636f5f181d36aa44884e7213d,b191d9d1a2e2dfc1,aerosol
dataset/aerosol/targeted_00535_2770a01e93.jpg,aerosol,test,file:dataset/aerosol/targeted_00535_2770a01e93.jpg,file:dataset/aerosol/targeted_00535_2770a01e93.jpg,3be2893884015ebcf940896410a02a8bb912278e2726219051de0b8a42585e35,9e9f9e1e0e0e0603,aerosol
dataset/aerosol/targeted_00556_34fa55d146.jpg,aerosol,test,file:dataset/aerosol/targeted_00556_34fa55d146.jpg,file:dataset/aerosol/targeted_00556_34fa55d146.jpg,7c520c0d06f818099038a9cc2bab466a742d939730be58dc7fdecda27a157a16,3c4000050e100200,aerosol
dataset/aerosol/targeted_00570_654adb5d79.jpg,aerosol,test,file:dataset/aerosol/targeted_00570_654adb5d79.jpg,file:dataset/aerosol/targeted_00570_654adb5d79.jpg,9098c2f6cb165d0ed39cb3c05d62a6dfa1aa70fd34cf73671a9e3dd0f627fd0a,189090bbafd7c4bf,aerosol
dataset/aerosol/targeted_00599_c6b7dfaf5a.jpg,aerosol,test,file:dataset/aerosol/targeted_00599_c6b7dfaf5a.jpg,file:dataset/aerosol/targeted_00599_c6b7dfaf5a.jpg,2ab19d8f17a851f245789d261b6945fd9446454647ede09c5e19c82adf4daf58,702404b8c44cb8b0,aerosol
dataset/aerosol/targeted_00603_a0cbf42680.jpg,aerosol,test,file:dataset/aerosol/targeted_00603_a0cbf42680.jpg,file:dataset/aerosol/targeted_00603_a0cbf42680.jpg,a90ad7f3b6f4fe009ee8314a4e07d99a79cb5e00be80d2f471e3078628667770,f131303930100010,aerosol
dataset/aerosol/targeted_00613_045b279bf9.jpg,aerosol,test,file:dataset/aerosol/targeted_00613_045b279bf9.jpg,file:dataset/aerosol/targeted_00613_045b279bf9.jpg,bad446294d363739f4f3912c5fcc47c85e837ca58f5b3405a4477d8535c15a61,a7dedcd0cac2d000,aerosol
dataset/aerosol/targeted_00619_1f0f24e65e.jpg,aerosol,test,file:dataset/aerosol/targeted_00619_1f0f24e65e.jpg,file:dataset/aerosol/targeted_00619_1f0f24e65e.jpg,68e3756039f3a42c3317af631a544fc7f15cf29ea637aa0a2c641d8cef3da246,e7ff3737dffbfe7e,aerosol
dataset/aerosol/targeted_00628_f17b0c06a3.jpg,aerosol,test,file:dataset/aerosol/targeted_00628_f17b0c06a3.jpg,file:dataset/aerosol/targeted_00628_f17b0c06a3.jpg,4b73526ed05512d0f2b7a5bef5652f9ca4ef865f270ac964e0f694e0a3d2a08e,e070b4e0e0c0c0c0,aerosol
dataset/aerosol/targeted_00631_d685576762.jpg,aerosol,test,file:dataset/aerosol/targeted_00631_d685576762.jpg,file:dataset/aerosol/targeted_00631_d685576762.jpg,a641963050812469cb68503fec5a522fd94c546cd9d31f4613baadf90ee5b14b,6e66f4f4e4e86071,aerosol
dataset/apple/000001.jpeg,apple,test,file:dataset/apple/000001.jpeg,file:dataset/apple/000001.jpeg,d0e6d61951e37b41e9162cf96edcd68d69395c043d6697217333472a8b9da137,1c0e0f1878717131,apple
dataset/apple/dl_00005_1bf0a565.jpg,apple,test,download-source:apple:1bf0a565,download-source:apple:1bf0a565,9f27afba120683849ace51ac2d78ccbc09b4ba8de65862df22ca87f8fcad4cec,f3f1d1d0f0f0fce1,apple
dataset/apple/dl_00005_409649cd.jpg,apple,test,download-source:apple:409649cd,download-source:apple:409649cd,3d4bbbddb2586f06448f86b502c100c8407ad64cbabbaa79ed71e05a2d4233f5,e0e0e0d1e96befef,apple
dataset/apple/dl_00005_45717ccb.jpg,apple,test,download-source:apple:45717ccb,download-source:apple:45717ccb,a90f884bfd617b66548bdccc1f9df98fddda76b8e7b32023d64ee6656e4f702c,18155dcb9393f0f8,apple
dataset/apple/dl_00005_6b63854b.jpg,apple,test,download-source:apple:6b63854b,download-source:apple:6b63854b,d5ea60583bd8670766d537d49b765ca8ed060251592d26c4e8a23cd975e6bfff,e4fc4d4d1a333961,apple
dataset/apple/dl_00005_7e622205.jpg,apple,test,download-source:apple:7e622205,download-source:apple:7e622205,4762ffab58fbadf0409a41ec67e73629e09285b6b25b574d3fd6ff8091bf2518,8cccd59f0d0d2363,apple
dataset/apple/dl_00005_992b6113.jpg,apple,test,download-source:apple:992b6113,download-source:apple:992b6113,07d0e5b04b31f2c3ca26dfe26849dd55179f37d88d3707dd4fd31fe91c510d46,e2f28080c0e0e070,apple
dataset/apple/dl_00005_a4dc290a.jpg,apple,test,download-source:apple:a4dc290a,download-source:apple:a4dc290a,1bee76004c9b9a9049fb2aba46cc2df43e330659b4fda79e7439c22f5a34158d,7050586825391930,apple
dataset/apple/dl_00005_b2ce7f90.jpg,apple,test,download-source:apple:b2ce7f90,download-source:apple:b2ce7f90,0a515a843da37e5541557f79c4b7496a97b48ae9b12bfeadcab37ccfa44a8ca7,8c0b1378e8e4ecf9,apple
dataset/apple/dl_00005_b7815fdf.jpg,apple,test,download-source:apple:b7815fdf,download-source:apple:b7815fdf,c703c64a73d7e4c31e6be7a76cf150099715007523d17f9150f5535871c723b2,7f1fcf9a8e08387c,apple
dataset/apple/dl_00005_c6a50705.jpg,apple,test,download-source:apple:c6a50705,download-source:apple:c6a50705,315d3fc892e1181e162f8c6034a6a3179b0c5b2eb4388ada823ac909af894e23,010d1c18383931e1,apple
dataset/apple/dl_00005_cb97f9b2.jpg,apple,test,download-source:apple:cb97f9b2,download-source:apple:cb97f9b2,0b9fa6e756f2c8496edc61d0bf7f42a016785c2db3d46802bd4ecd062d56a819,2f2f031b1b3b115d,apple
dataset/apple/dl_00005_cc0254a3.jpg,apple,test,download-source:apple:cc0254a3,download-source:apple:cc0254a3,aaea688d61605ac55ce8a25ad4ba21ebd9fadb9a446bf7b5dab3a93890d80551,484d7dddfdfc7873,apple
dataset/apple/dl_00005_df7afc32.jpg,apple,test,download-source:apple:df7afc32,download-source:apple:df7afc32,07d00bc229f5b423bababe9b56d94c3985f5efbe13965f3b0d8c602155c99741,61c09090e1070000,apple
dataset/apple/dl_00005_e23a25c8.jpg,apple,test,download-source:apple:e23a25c8,download-source:apple:e23a25c8,5388fdc73b256c368f08c5717daac458266132476f55e718afea22928d59faf0,6bd3b3092b2f1c0c,apple
dataset/apple/dl_00005_e6e9421d.jpg,apple,test,download-source:apple:e6e9421d,download-source:apple:e6e9421d,36f92d9b8c7a2e60e0aafc10c9ef77c134e338e84bcf939db2e8e1bfce44cfa4,07331f3d7cb1b1e7,apple
dataset/apple/dl_00005_e7ea0c65.jpg,apple,test,download-source:apple:e7ea0c65,download-source:apple:e7ea0c65,1bea35a1c30f481dfddd4e21f62621ccdebbb08389973f74ee75d0884bd4d0e8,0f0f0f3333330202,apple
dataset/apple/dl_00005_fcfe2deb.jpg,apple,test,download-source:apple:fcfe2deb,download-source:apple:fcfe2deb,0a5888f1ab190c43a0335da143363af1ca51cbe78ec572a37e991e11b81c536c,1b1b1d0f0707070f,apple
dataset/apple/dl_00128_368075fd.jpg,apple,test,download-source:apple:368075fd,download-source:apple:368075fd,6eed0e120702df860beb7607bffd671bd53ca9e396f6f4d24ebee4cb91b40bb6,2407336d031333da,apple
dataset/apple/dl_00128_6296ab07.jpg,apple,test,download-source:apple:6296ab07,download-source:apple:6296ab07,bedf88f9e09b3a34405cafade5eb7e0f4df1862cc9a5dcf64fce9bd0ed21e852,4b07171e39322a0b,apple
dataset/apple/dl_00128_834f1896.jpg,apple,test,download-source:apple:834f1896,download-source:apple:834f1896,33486302a63aaddc7b3ffc2f2d66b2717abdcf496e1910bb6a6e652cfec5fb18,26153314140d0b0b,apple
dataset/apple/dl_00159_1390391a.jpg,apple,test,download-source:apple:1390391a,download-source:apple:1390391a,8eaf6c86807d032a696fc10019a0f029f8891cd7c0e59b73bd7899f2ca07942a,0c0e1f1616060e0c,apple
dataset/apple/dl_00159_8e7489cb.jpg,apple,test,download-source:apple:8e7489cb,download-source:apple:8e7489cb,80093708cc3d08d41a4fc85a0e98db4a6f33e4221affb59e424166f794c6007f,70e0e0d0f4f0b038,apple
dataset/apple/dl_00159_b1332d5c.jpg,apple,test,download-source:apple:b1332d5c,download-source:apple:b1332d5c,f2ca10d9649aec487ac8fd46bd4f7b70425aaaf678bc5266c41fc71ddb250c67,0b3171783c3c3e1f,apple
dataset/apple/dl_00159_d930bc46.jpg,apple,test,download-source:apple:d930bc46,download-source:apple:d930bc46,e225d0ee14faa406edc41fa2697d71e79ef479fc252331aae2048122c6db2f7a,e3cb4b47f7f7f85c,apple
dataset/apple/dl_00159_db6c2b50.jpg,apple,test,download-source:apple:db6c2b50,download-source:apple:db6c2b50,d8408591b4ad254e71502aa28d49211581d52cb53e0d90297797b099026b9058,707373e7e6ecf0f0,apple
dataset/banana/000003.jpg,banana,test,file:dataset/banana/000003.jpg,file:dataset/banana/000003.jpg,b7a4f8e4e3267a02b19da9484144dfe9bf921803cdd4ec859c1c47fc23f16c76,19993b843674d6b8,banana
dataset/banana/dl_00007_00927c42.jpg,banana,test,download-source:banana:00927c42,download-source:banana:00927c42,ea9a1c81153d187d292c9b782f947fd01fa605cf1bd7012074638d4b08535462,074bc9d9e3707607,banana
dataset/banana/dl_00007_129be4a7.jpg,banana,test,download-source:banana:129be4a7,download-source:banana:129be4a7,df1593a94d4ae09680ea12842d7373628496c8036ef020c5f0f37ab0ee8d3e9b,00303032f0c8ce03,banana
dataset/banana/dl_00007_1b1c02f4.jpg,banana,test,download-source:banana:1b1c02f4,download-source:banana:1b1c02f4,a0dedc0d0de44979898ef562e3cedacd405542d2cd887fc09488bf5193c96508,c6c763e1b1f8f0e0,banana
dataset/banana/dl_00007_28f9cdab.jpg,banana,test,download-source:banana:28f9cdab,download-source:banana:28f9cdab,64fcea47b708e85dfa0db9dd5ce02bdc27256d8c80080b3a0b76b59fa9e21ee5,f8f8f0f0f0f87e7e,banana
dataset/banana/dl_00007_3519e467.jpg,banana,test,download-source:banana:3519e467,download-source:banana:3519e467,d37a1fb3af263fab6c54e56df5cd4379c14be02a5442f7131921010203ada1a4,317471f0f17073e1,banana
dataset/banana/dl_00007_3de7f7f0.jpg,banana,test,download-source:banana:3de7f7f0,download-source:banana:3de7f7f0,63d85c51c0cb6078c44f8d7c59690fc5df8687ba2fff624bb869550d24c05e8d,7edaf8f8f8d87a7f,banana
dataset/banana/dl_00007_4c7d11a0.jpg,banana,test,download-source:banana:4c7d11a0,download-source:banana:4c7d11a0,672bde5117494729116305bc8632df9fa91437e91dcb74e7dc6122978b8f4a52,f2304466666c2d29,banana
dataset/banana/dl_00007_60768077.jpg,banana,test,download-source:banana:60768077,download-source:banana:60768077,50b44e45255a6f155f73c55643cc582b85df1fe2cd35040ca1918a01e384e91d,3bc9d94170f8ef26,banana
dataset/banana/dl_00007_6471e559.jpg,banana,test,download-source:banana:6471e559,download-source:banana:6471e559,97b06d6f50d729415bd9f3806f0c183608839af44492d129b8f1446b790aa18e,2c21e1e1b31b3930,banana
dataset/banana/dl_00007_6620dc11.jpg,banana,test,download-source:banana:6620dc11,download-source:banana:6620dc11,4787041dd67b9784dca70d038bbd360d0825fcf76a8b5244304ce9e3bef1c4f2,7171c14141414381,banana
dataset/banana/dl_00007_9b5e7d9f.jpg,banana,test,download-source:banana:9b5e7d9f,download-source:banana:9b5e7d9f,894c9f0e3d13b28bb9f2cfeb7864e290b3d929bc34d29f9da340b08f9789f4de,86060e0e1c3d7b7e,banana
dataset/banana/dl_00007_b8bc3d3f.jpg,banana,test,download-source:banana:b8bc3d3f,download-source:banana:b8bc3d3f,dd9786dd86fc8ea5c77f1f9db59329e4bc1c7afb70bdb0659845b48cea5c08d4,00080c1c38f1c600,banana
dataset/banana/dl_00007_bc145f5c.jpg,banana,test,download-source:banana:bc145f5c,download-source:banana:bc145f5c,b0a0b6245da6b60b8319963a20f1d1c56e84552ea45cb0042968ffb3a7d8475b,c0c0c0e0e0e0e8e0,banana
dataset/banana/dl_00007_da281e8a.jpg,banana,test,download-source:banana:da281e8a,download-source:banana:da281e8a,ada62cb3e178cd45570cd2ebd19ea144333a77da8d0c5fbc8b34bc9b25419455,1070e0e0f0e06060,banana
dataset/banana/dl_00007_ea727783.jpg,banana,test,download-source:banana:ea727783,download-source:banana:ea727783,054bf523ece3053b9b9c6395a1c4e5e98060bdabd615e9578977cc3f3b4cab2e,c6465e1d1c9dd9f0,banana
dataset/banana/dl_00007_ef938875.jpg,banana,test,download-source:banana:ef938875,download-source:banana:ef938875,e0ebbeb69f6e9635791d558e8f85c656614cb5a5ed4fa8bdb782e69d14f21b0e,8080e0d1f1773f38,banana
dataset/banana/dl_00112_0d281296.jpg,banana,test,download-source:banana:0d281296,download-source:banana:0d281296,13dd9d5e3733cd6fb70058e4c1e7b82d8580073d938e66ef33a5c245739b0f56,c4c3c298381a1664,banana
dataset/banana/dl_00112_51930df3.jpg,banana,test,download-source:banana:51930df3,download-source:banana:51930df3,0c2edd40a9472690f3c135238bfe9984f5e952755f192b39371f101e8c3f0b93,e0f0e4c4d4d0c0e8,banana
