filepath,label,split,group_id,sha256,dhash
dataset/battery/dl_00107_52a678bd.jpg,battery,test,download-source:battery:52a678bd,9a6193d10cb7155d436bbeaf88f0561345b165673ecae761007ca8b318833852,e8f8f8e9e9e9e1b0
dataset/battery/dl_00107_5655ccd6.jpg,battery,test,download-source:battery:5655ccd6,b72fdac13171230ac1c1f5ae306d86ddcb048aa239f0ffacda681ba6e2c68718,800e161e1c8c8581
dataset/battery/dl_00107_81cab699.jpg,battery,test,download-source:battery:81cab699,e0eb6d6f6885482dced0ec08091228a7eb274a2a3e35790be830fff6992f4eb5,17cfcd0f078f8d03
dataset/battery/dl_00107_97c6f509.jpg,battery,test,download-source:battery:97c6f509,050682630bca666b05d7691fd955d79e1beb9ce30706cf2bd7b850d952a1fab3,6de0e0c2e2f23c25
dataset/battery/dl_00107_ac007d3b.jpg,battery,test,download-source:battery:ac007d3b,2edaea8f35a21a85d546ce539656ed6025ad07d2d479480f71d2c7762a068a6f,4fd7c9e8ecfcf4f0
dataset/battery/dl_00107_c9d69cf2.jpg,battery,test,download-source:battery:c9d69cf2,e4666cc395d08ff5bbe7655b8a1db190857978dd87bcc9cb8c84edb02736d335,f0f0f8f8f8f8f8f0
dataset/battery/dl_00153_02fcec86.jpg,battery,test,download-source:battery:02fcec86,e7f4b9687163a9d3b9b5b4415bca8f012efbe820e6439009319e4e2f6c294c19,131b1fcc90333b2b
dataset/battery/dl_00153_bec38d93.jpg,battery,test,download-source:battery:bec38d93,255b91741dfaecd8f0d44ed72feb267d6b18f34b7513cd7d4ed4a36958b8681e,638fc4654d69539b
dataset/bottle/dl_00000_0dd2afaa.jpg,bottle,test,download-source:bottle:0dd2afaa,d84bf09fc92b894f90a7b5ffdd2a3039527f5770efc7448526d596566cee1939,1d1c1ea777310038
dataset/bottle/dl_00000_1439e423.jpg,bottle,test,download-source:bottle:1439e423,506dc1217ae3974635c36f30c191fd246d73c3dff6e68cf84ce2f5e18cb9c9bb,f6a67f139eb3feef
dataset/bottle/dl_00000_359067eb.jpg,bottle,test,download-source:bottle:359067eb,5c6ab20a5ca89a8bf160f0d682e890f80e1add3d96ff73881f3959497ea8f8c4,3a3c39f9727266e4
dataset/bottle/dl_00000_4440ad66.jpg,bottle,test,download-source:bottle:4440ad66,e0aed21b0be124470082e2b60ddf322e3f2008c7f58929c37895b3e040449e8d,90a0a2a686e4b4b4
dataset/bottle/dl_00000_4682edbd.jpg,bottle,test,download-source:bottle:4682edbd,fd0301fc1c9ffcc536da428642c190d8e75589b6cfefb1e7cd84037baa21a58d,32b2b0e0e0e064e0
dataset/bottle/dl_00000_b849d7f0.jpg,bottle,test,download-source:bottle:b849d7f0,c653373785cfbf5e2ecc53daa95dedfe43ebe9cfb0c3810be83f0e8f75689609,393b3b3b33333333
dataset/bottle/dl_00000_b96ae430.jpg,bottle,test,download-source:bottle:b96ae430,c3e1f03bbf5bea310279e896fd4d0fa721054b5aec8075ace7fbd680de4ed0a5,86c4ccbc7c56dc9a
dataset/bottle/dl_00000_d5250fb2.jpg,bottle,test,download-source:bottle:d5250fb2,01b77a3a86467ae31cd4462062057401c078435853e834c8bb06beb10a8075df,ede6e7c343332303
dataset/bottle/dl_00000_d68d9970.jpg,bottle,test,download-source:bottle:d68d9970,91e44127f544c006bbdcd6dc7ff57716008d329d24da591d428ce35f14c1cc62,ccececccd8d8d8dd
dataset/plastic/plastic104.jpg,bottle,test,file:dataset/plastic/plastic104.jpg,ee2efd0c3de2816f3009e3220d6ceb0bf1ba3f9b02563814f85fc4fa9fd09972,fbf3f3f9f9f8f0f0
dataset/plastic/plastic109.jpg,bottle,test,file:dataset/plastic/plastic109.jpg,bec428c22bb87fe0c47558ad00516742c36558c87d8da223803baa40e8bb450e,3fffbd8ccccefc6c
dataset/plastic/plastic112.jpg,bottle,test,file:dataset/plastic/plastic112.jpg,cddcdc2acedaa90d51f298ac2f6ab32a219eb318332763003502476e3dc55fd0,3f33b2b68647f7ff
dataset/plastic/plastic113.jpg,bottle,test,file:dataset/plastic/plastic113.jpg,44d8c7b8b344ab3ba030ea0492d186b786fdc4a8c2010aa2e8a0dc98cb4e1ede,1e1c3820448e9ee6
dataset/plastic/plastic115.jpg,bottle,test,file:dataset/plastic/plastic115.jpg,d5f394f916d68814087c06ef285e28536dfbb0355a714f98834739e2ff3a8ad6,8c9cf8f8b898c8c0
dataset/plastic/plastic116.jpg,bottle,test,file:dataset/plastic/plastic116.jpg,6baac8c58f3c8f9af351013ebb6479f31d8f055b7bc25b25c55e7a54db4c1a21,fcfcd5d7d4d4d4fc
dataset/plastic/plastic12.jpg,bottle,test,file:dataset/plastic/plastic12.jpg,9276e09c44fbf0dd5bf7f405de6efd7edfe61099f7de9019879d2eaba07f47a6,7f73333b3b333f3f
dataset/plastic/plastic126.jpg,bottle,test,file:dataset/plastic/plastic126.jpg,219faadf8ca0140bbe363127e9414f3e53718c2ff180c4ac1a6173a66a2abae1,1c1c18b8f878f0f8
dataset/plastic/plastic134.jpg,bottle,test,file:dataset/plastic/plastic134.jpg,f20f144f44908e67f1008cf6344d9fc12a72a6f9883a063722b4dbfe10bff064,01037cdcd8fcf8f0
dataset/plastic/plastic136.jpg,bottle,test,file:dataset/plastic/plastic136.jpg,2b8b7b53c225e04948f7c1c875ebc4be4382268dd5ec4b0184bcaddae505273e,61f3717273322f2f
dataset/plastic/plastic140.jpg,bottle,test,file:dataset/plastic/plastic140.jpg,a6b5c0650a6b5b6f2117fa074bc95b7766eebdf6fe27f177dcd9554458e58516,d0c0c8f0f0ccf0f0
dataset/plastic/plastic144.jpg,bottle,test,file:dataset/plastic/plastic144.jpg,cb1e8246f2413ce6bdbf4ec97083a88eef3577ff55362fc0b0045373c514f641,07c3e3d37b3b3f5f
dataset/plastic/plastic148.jpg,bottle,test,file:dataset/plastic/plastic148.jpg,daeebc24a8ebcbfdc7b1c383c6d745a188ead378d37db005f532a0fdd8c8d38a,1d3fffffefefe7e7
dataset/plastic/plastic153.jpg,bottle,test,file:dataset/plastic/plastic153.jpg,214c390cd34fce2b18dd269926f2dce3f7defb135278d800bcc0cea0db207aca,7ffbf3f373677f3f
dataset/plastic/plastic156.jpg,bottle,test,file:dataset/plastic/plastic156.jpg,6e76b073923dcfef1a4cd1b7510d0a840d8ee83f68258ab9a285955c354d17e5,f7f3d3e2b2b3b384
dataset/plastic/plastic158.jpg,bottle,test,file:dataset/plastic/plastic158.jpg,ddaf814b724a50341a48db8f05d3632939afe0fc0ee44cdebae43cefde327d80,848c8cc0c0c0c1c1
dataset/plastic/plastic183.jpg,bottle,test,file:dataset/plastic/plastic183.jpg,1bb07d23d88c135a03b8ccb4ab47497dc3bf231cf194a0cf936310d9766195c2,ffffefe1e0e8f838
dataset/plastic/plastic188.jpg,bottle,test,file:dataset/plastic/plastic188.jpg,95ee1f7a19e5987f0be3e7dd0781f374ecbd7a10666deda14a6fba1c63850c51,e0e1f1b139734747
dataset/plastic/plastic19.jpg,bottle,test,file:dataset/plastic/plastic19.jpg,aff2c03bafe7c1efcb645ad0b57114df478f5f04aaeae15d16354e414f2445eb,f7f3f3f1f3f3f7ff
dataset/plastic/plastic194.jpg,bottle,test,file:dataset/plastic/plastic194.jpg,e065d6d28ef07271accb840f14449ac7a73128c09fa04e35819a1083960934cf,434343473f3fdecf
dataset/plastic/plastic206.jpg,bottle,test,file:dataset/plastic/plastic206.jpg,7e8d8ca65e56e0eb598928c026907bd54109ac5533a6b8ce3771664c4212ea28,7b7bfdd9ccdc787c
dataset/plastic/plastic215.jpg,bottle,test,file:dataset/plastic/plastic215.jpg,a3858f8eeb36befa8c708c87e52bdb7bc9bdd20b73a4375fe6a856ca23ce6262,fffffffef8d85a5b
dataset/plastic/plastic223.jpg,bottle,test,file:dataset/plastic/plastic223.jpg,c9d48e78bc73cb71deb8abde8b5f52c69a65e19c00ba30f622d7e255224f4a86,c75bd3d5dee5f472
dataset/plastic/plastic23.jpg,bottle,test,file:dataset/plastic/plastic23.jpg,6fcc879e28f160e32e2b5f8b4ee0e8ab3e57dec802cdfffd1afedf2ff98ef3fe,f3f7f3f3f3fbef6f
dataset/plastic/plastic233.jpg,bottle,test,file:dataset/plastic/plastic233.jpg,8962cbbe0477599e4565fdd6c37fba57ae9a391c92ff84390bcb38d06e0ef770,fff9fdf9f9676767
dataset/plastic/plastic242.jpg,bottle,test,file:dataset/plastic/plastic242.jpg,3d1e36e5e4c1af663d0509513d856d7430c70915e52c20cb1b9f2e0979a2a2fe,ffffffedeceeee8e
dataset/plastic/plastic245.jpg,bottle,test,file:dataset/plastic/plastic245.jpg,d389cfc7a268ded1252e78efc1e7aa498dc63474907c935fcfd1767f273ea7a9,2f637969e97939bf
dataset/plastic/plastic247.jpg,bottle,test,file:dataset/plastic/plastic247.jpg,4a52c4965541deef9a3c77cc7f21ba33917eea02e9c6b153f40960e17417e81f,ffffefe7f8d0dade
dataset/plastic/plastic258.jpg,bottle,test,file:dataset/plastic/plastic258.jpg,450d4d2935c87906b62afaea9d3cb7fac59bf764c6872b134761419c32240c75,7ffbf5f1f1fdf9e9
dataset/plastic/plastic267.jpg,bottle,test,file:dataset/plastic/plastic267.jpg,b1480abb8251b9e4f1227ad91b41d089ba58e3ed312be800958a27f57789751a,e3d3b39feefeffff
dataset/plastic/plastic268.jpg,bottle,test,file:dataset/plastic/plastic268.jpg,2f032358d0a9c0f9eb1782f04438907900eff8595cd6d90827a524f2be451170,7e76fecac2ce81c1
dataset/plastic/plastic271.jpg,bottle,test,file:dataset/plastic/plastic271.jpg,b21a383cdc95334871f941e2fab170ad41e57e62caa29d1bbd022b669ef424c7,7fffcfde9ebfbd9d
dataset/plastic/plastic272.jpg,bottle,test,file:dataset/plastic/plastic272.jpg,6c0952547164bd6bc5bab5a971f84456c1bac30a983758cc51d5e141447f8bb6,ffffff9f3f3ffffe
dataset/plastic/plastic276.jpg,bottle,test,file:dataset/plastic/plastic276.jpg,bfdfbc629a84967c1dbfdc3e90275279a2a2760f9053750c64a3307db605f4d8,ff7ffffbfbfbf9f1
dataset/plastic/plastic277.jpg,bottle,test,file:dataset/plastic/plastic277.jpg,b70669928144a5f5b6f2c5c6740c134a87b8e11079fd90289f22833280439271,f1f0f0f0f9fcfdff
dataset/plastic/plastic28.jpg,bottle,test,file:dataset/plastic/plastic28.jpg,fe828481c8ff4561ba61690fb4dd6d9b9448a95814fc7099b3d50293a1933440,050f0f4f4f4f6713
dataset/plastic/plastic281.jpg,bottle,test,file:dataset/plastic/plastic281.jpg,02ac4f6ea8c3bb88022ae62c041f10aba417a89b9bff40882d5b906267b2132d,33c989ccc6c24141
dataset/plastic/plastic282.jpg,bottle,test,file:dataset/plastic/plastic282.jpg,0fd8314480e6b635f86ca6d27360b5bf5eb7a1a211b7216bfc5271164baf1801,cbcbd9f8f879717c
dataset/plastic/plastic295.jpg,bottle,test,file:dataset/plastic/plastic295.jpg,68e30089fa4660a406b72126b3749cc851a26c666e611f823c857466006963fe,3ef1e1f1f1f1f1f8
dataset/plastic/plastic303.jpg,bottle,test,file:dataset/plastic/plastic303.jpg,6976efbcb5d0632db03aa712d98a08180bfa2991f7648ec200eea0d9d683aa44,ff7ffffbf1f1f0f0
dataset/plastic/plastic31.jpg,bottle,test,file:dataset/plastic/plastic31.jpg,8cc18cc0c6709b6a34594dd1b6b44118ee52d5a5ac38fd2eb8a14b4235bcf5f2,fbf9f9f5f9f9fbff
dataset/plastic/plastic319.jpg,bottle,test,file:dataset/plastic/plastic319.jpg,bf75d7442a831a48b49342223e304c1507ee3108262b23ad8acff182ca040d28,cff3f1f1e43c1c0c
dataset/plastic/plastic32.jpg,bottle,test,file:dataset/plastic/plastic32.jpg,dd4b43a6ba69f04f3264f855f632f83f1cb5656b8bd47c08a958176662bcb27a,fc7cf1f9f1d3e7e7
dataset/plastic/plastic329.jpg,bottle,test,file:dataset/plastic/plastic329.jpg,c78e40757bf8d6728c124ec34644563102b677ded29be69b36a19ff44dcbd195,ffefe6e6cecf7dbd
dataset/plastic/plastic334.jpg,bottle,test,file:dataset/plastic/plastic334.jpg,892ed231f4d541b31c3f49bc5765a8c93647ddf5a317034742f83d46cb940ad7,f8f8faf8f0e1470f
dataset/plastic/plastic340.jpg,bottle,test,file:dataset/plastic/plastic340.jpg,4737f744e32e648dc1711e84cb56d9f453afe9d9ee271f82fdfeaf4b752d48d7,fdfdfeb3bfbcfdff
dataset/plastic/plastic344.jpg,bottle,test,file:dataset/plastic/plastic344.jpg,c2091ae7792ef6d98469bda46f513839d0f45da5b9681e78bf74cd2808e46a2d,e7f3f1b13030a0ee
dataset/plastic/plastic346.jpg,bottle,test,file:dataset/plastic/plastic346.jpg,008d570e2620f929bad28e8b1a5dfe5eb4abb861c02598f9f98349aae2289692,1f73f1f2e2e0f13f
dataset/plastic/plastic348.jpg,bottle,test,file:dataset/plastic/plastic348.jpg,7a6dfb86c6b5d8c45e298989408e85cc3c4c3c872fecdd086ea87a41629d1764,fff7f1f1f3f3f3f3
dataset/plastic/plastic36.jpg,bottle,test,file:dataset/plastic/plastic36.jpg,45b4e36df6c6750a9d602c296afec5c54d044d0b045352030e2c72a2198890ca,dfcfe391c4e67ebe
dataset/plastic/plastic371.jpg,bottle,test,file:dataset/plastic/plastic371.jpg,655525f72b7162d1497b9b94662372c457757b55b64519d965402d8fc5008d40,f3e3e9e1f0fc7e7e
dataset/plastic/plastic376.jpg,bottle,test,file:dataset/plastic/plastic376.jpg,0d1045d59f049c16a905ecdb1f2e35dccf3c631313c6ade6301b211fcd064191,ffdfcfb3f1f0763e
dataset/plastic/plastic381.jpg,bottle,test,file:dataset/plastic/plastic381.jpg,f1f9cd73bbc752919386f1940734c2cbc64335e34ec93e507ec716d7144f9bdf,fefffafcfef87f3f
dataset/plastic/plastic418.jpg,bottle,test,file:dataset/plastic/plastic418.jpg,abf29f030ad600d7ad368fb31dc35a060dca16c1f19f6b610e7908a48d905e29,ffffffef9c9c9c8e
dataset/plastic/plastic424.jpg,bottle,test,file:dataset/plastic/plastic424.jpg,3f3832c7c25c9b7f8fddaf2ade395408e7881c9624ede81e0ac7c02899a6e7e4,fffffecececfcec6
dataset/plastic/plastic431.jpg,bottle,test,file:dataset/plastic/plastic431.jpg,69b2cf41bcf89812d49459a7c849277c1678fbde22cb63fd6981ee7819739f4a,fffffdf8e8f8fbff
dataset/plastic/plastic435.jpg,bottle,test,file:dataset/plastic/plastic435.jpg,edbe3956999482b4ab2ebe1a75e0fff214cf86c7d96c205c95286fd3551c30f7,fffbf9f9f3f3f3f3
dataset/plastic/plastic442.jpg,bottle,test,file:dataset/plastic/plastic442.jpg,8c314191a4963a276888030e5aec28d77cf8c0f4a0e964deef0ade385cec3838,8c9e9ffffefcfeff
dataset/plastic/plastic448.jpg,bottle,test,file:dataset/plastic/plastic448.jpg,a867799ac13e0eae93513015aa973f5f998e9bcc1a03eedd5958e171a5e56070,7fbf6ff1f8f87d7f
dataset/plastic/plastic461.jpg,bottle,test,file:dataset/plastic/plastic461.jpg,cdc4a296c308d3a3eb9ab42c1362599ae73ddd9d28712813c3445a1107b3ccc5,3fefc3e3f3f3e367
dataset/plastic/plastic463.jpg,bottle,test,file:dataset/plastic/plastic463.jpg,0bac49f6aa2001bde9dce18c6fdbed4eb5762f89202a5745ad2223c638ebd30a,7f5fb7a37131b5b8
dataset/plastic/plastic464.jpg,bottle,test,file:dataset/plastic/plastic464.jpg,04765f074dd08bdae1387eac7aad0ea5b047071a2a4ee4ca494b4f868471029e,f5747c6c69e9f939
dataset/plastic/plastic470.jpg,bottle,test,file:dataset/plastic/plastic470.jpg,9fc537c06129c55815ffad37149a24f8c7c5e914f270ef40a44838f65d7f7da9,fb71f1f9f1f1e73f
dataset/plastic/plastic50.jpg,bottle,test,file:dataset/plastic/plastic50.jpg,09e75e68f5b4514645b59e090f13b430d448b9ba03ea05a648a0ed83be35d4ec,f9fdfd9c9cd97169
dataset/plastic/plastic55.jpg,bottle,test,file:dataset/plastic/plastic55.jpg,cd61bf3fc38601b928a272eb2f6890bb53323f6c86f2c2c0d7de648f1d3fc464,c3c7c6e7e7e76767
dataset/plastic/plastic6.jpg,bottle,test,file:dataset/plastic/plastic6.jpg,7e619fbd55c4a04a748d52ab82f2464967e0cc2b424f4e36d5f54c6e9bcd5be7,efc7c7e3f3737373
dataset/plastic/plastic65.jpg,bottle,test,file:dataset/plastic/plastic65.jpg,00fda87186fdaf0484e7e3e3c5a56a22556c6c12c1d042c65d19821cfa460bc2,7fffffe7f7f37373
dataset/plastic/plastic69.jpg,bottle,test,file:dataset/plastic/plastic69.jpg,caa7044e8e8913d0394c7fc4007dc9f40578e57d810e345e80badc68f809954f,f89d0ee4f0fc3f1f
dataset/plastic/plastic71.jpg,bottle,test,file:dataset/plastic/plastic71.jpg,06210ee684574356308ab6a75b5c7cdedc9959a0b1033b968d98d1dee7fb5b90,fffdcfdcdcdcd9f9
dataset/plastic/plastic72.jpg,bottle,test,file:dataset/plastic/plastic72.jpg,fc6ba4d98792b4f60d37402d561d882b57a95d6c6a3ecde3cb469043240e0fd8,7f6777775d6f7f7f
dataset/plastic/plastic73.jpg,bottle,test,file:dataset/plastic/plastic73.jpg,8adfd45c91e59217eb86fbf17b7cc91ea7e3c5e72c9ff5c32d59d97b43766991,fff3fbf9f1797139
dataset/plastic/plastic74.jpg,bottle,test,file:dataset/plastic/plastic74.jpg,39f4528b48c35e138c9dc35a57987bb7c63084c759498487440c0ae1a7868549,f9f1e4e0f0f67e3e
dataset/plastic/plastic78.jpg,bottle,test,file:dataset/plastic/plastic78.jpg,067d32a5afde16199cbe295b57d04bde2495c5f5f54c1053982d9ee706733af1,effcfffffffdff3f
dataset/plastic/plastic8.jpg,bottle,test,file:dataset/plastic/plastic8.jpg,9f5b2e26171e2568ea3c809705cfa00732550ae24e0d06c58680e401bef3474e,7fbdfcfcf9e3c7ff
dataset/plastic/plastic98.jpg,bottle,test,file:dataset/plastic/plastic98.jpg,5dcdd840b2ef4863a974153e836821955c0d8a179529fd9ae3dff29af628b8b8,63737171717b7377
dataset/plastic_bottle/dl_00000_19ac1a66.jpg,bottle,test,download-source:bottle:19ac1a66,77d4a4b64219b862d8099fa7975d61991e905ce0178c8b9f1f5c6b70830111e3,1c1e3a33f333f1e3
dataset/plastic_bottle/dl_00000_1e29a594.jpg,bottle,test,download-source:bottle:1e29a594,ed35ae4bd9516cdbdbefa1802f6572a88f8ed54bd33427893822ee8681cf596e,6f2f191f1f0f0f0f
dataset/plastic_bottle/dl_00000_2256938f.jpg,bottle,test,download-source:bottle:2256938f,dc329791ed8eef2e4128cf53661b6971cf43fdcd86277c6f63b52f12d6d379d9,4161214c44c4b995
dataset/plastic_bottle/dl_00000_42af8454.jpg,bottle,test,download-source:bottle:42af8454,c1ffb29c6b56f512ccc11b5a9643fc05b54c0a14bb59e696b64883ddab37580e,504a2929090da084
dataset/plastic_bottle/dl_00000_4720f28c.jpg,bottle,test,download-source:bottle:4720f28c,ad289ff04af85834c88308c2dcf90b86e9ff3d77d67d5c2a6c4d5bc0d0c4e564,07177a62e3e18181
dataset/plastic_bottle/dl_00000_618888d3.jpg,bottle,test,download-source:bottle:618888d3,a67e5d757f07d363dcec80219e651012e65529715fb22eef3721746c720df430,8f06260706121e1e
dataset/plastic_bottle/dl_00000_995d3be6.jpg,bottle,test,download-source:bottle:995d3be6,8c74831dbacc4e4dfa90e41de7e3575438964229de034f38499e33f2410ceaf3,9b9387173f5eca6a
dataset/plastic_bottle/dl_00000_ae5ad028.jpg,bottle,test,download-source:bottle:ae5ad028,260f723156f56a8b821f56db33361419667f998dc95778506304ee94ca27efbf,0f8f8f973e3e8f0e
dataset/plastic_bottle/dl_00000_cd543f95.jpg,bottle,test,download-source:bottle:cd543f95,154026031fe2e85fa24bc787dd317856aee54cdcc77a192884daaf8c0b2d08c2,079f8b8f86f0f091
dataset/plastic_bottle/dl_00000_de6387e5.jpg,bottle,test,download-source:bottle:de6387e5,059fbe4ed22c32bad77478ec386e055bcd98e175b3908c4a8da28cb40b5d25b3,0f1e0e2a10213030
dataset/plastic_bottle/dl_00000_ef066ead.jpg,bottle,test,download-source:bottle:ef066ead,a38140f578fc00463efadc80fdd1d1f87456d7baad2f5e9266f257d59f023aaf,0b03e13d3da7ce71
dataset/plastic_bottle/dl_00000_f3632d8b.jpg,bottle,test,download-source:bottle:f3632d8b,a4a62359e57556ad1c7675aa8f9e36166b45f2658660d45fd3fd55c3a76ac89f,18892d2d32222061
dataset/probiotic_bottle/off_4903080126164_761414e1ca.jpg,bottle,test,off-sku:4903080126164,77eb093ce7623cdceebde709bce4dc2f3dfb7766adab1bda9f0bee3fc925f8d9,f8088e1f4f5f6cfe
dataset/probiotic_bottle/off_8713108001535_a1480635bb.jpg,bottle,test,off-sku:8713108001535,70ee66dcf6937e44c636a845eb26a217e48db79139d4ce905101000e8e1d3832,bc07070303030101
dataset/probiotic_bottle/off_8713108020642_e27fb191cc.jpg,bottle,test,off-sku:8713108020642,7ea4d769e5cbe54fa2c12c3c0fa6163dfd0e55b2b6200c73488a68623204ae95,0707070707070181
dataset/probiotic_bottle/open_6832f72a61d9.jpg,bottle,test,file:dataset/probiotic_bottle/open_6832f72a61d9.jpg,6832f72a61d908ba0b4f6a30dd70238f793ae70e628e7d4d642fc741d73d183f,795999d9f8dcf8f0
dataset/probiotic_bottle/open_8f5362307a6f.jpg,bottle,test,file:dataset/probiotic_bottle/open_8f5362307a6f.jpg,8f5362307a6f82fad0ba3cbfd14ffb454db57002ee5ae6a2cb5e2b9b8e3a57a5,ece2c3e3e3e3c3c3
dataset/cardboard/cardboard103.jpg,cardboard,test,file:dataset/cardboard/cardboard103.jpg,df9c4036aa2bf59a9c833b02fcef925a767866751dca3b169e71054438def7ae,f8f1f3f3f3f3f3f3
dataset/cardboard/cardboard131.jpg,cardboard,test,file:dataset/cardboard/cardboard131.jpg,24c750b1dc48feec1847b04bd82abab80b66082365cebc9f61960f189f349605,38383c7078787031
dataset/cardboard/cardboard142.jpg,cardboard,test,file:dataset/cardboard/cardboard142.jpg,4cb2df483ca108f9625290f9f10b6aa5eefbf3bc9fb11e9f75804c14d2fe17be,fff9f9c9f8f8b83f
dataset/cardboard/cardboard15.jpg,cardboard,test,file:dataset/cardboard/cardboard15.jpg,2e3bc470e7c2d4838739df371a850a1abadcdaa3c1d98c9f06a6c9416502910d,6160b87c7e7f7f3f
dataset/cardboard/cardboard154.jpg,cardboard,test,file:dataset/cardboard/cardboard154.jpg,dbfe72d71c02bb7b8656a52eaa5da5a722cca50b4c6155bff1027c45c9906a1d,fff8f0f1f1f1e1e3
dataset/cardboard/cardboard155.jpg,cardboard,test,file:dataset/cardboard/cardboard155.jpg,60d831303691885a30cee326a4a313221bd4c53c3747d6c560cc45fec749feb6,eef27e3f3f3b3a1a
dataset/cardboard/cardboard17.jpg,cardboard,test,file:dataset/cardboard/cardboard17.jpg,39385c062633523815827cdf6687d430bd880a937d7ca2ffc08ef11dd6bcdc35,f2fbfbfdf7f7f3f3
dataset/cardboard/cardboard171.jpg,cardboard,test,file:dataset/cardboard/cardboard171.jpg,770e0a53378932f757ebdc1422b58f53b243f303a56edda8dec68884e375881e,7ffff3717979ff7f
dataset/cardboard/cardboard172.jpg,cardboard,test,file:dataset/cardboard/cardboard172.jpg,dc136340244a6e65adf8371c06bf0d9d7adcb086ead81d4b072aceba22d80db0,cfc7c7c3e2f0f079
dataset/cardboard/cardboard182.jpg,cardboard,test,file:dataset/cardboard/cardboard182.jpg,7e3f9b753d038ef4fb3cbc0fa67d2cf4bf16058e83fc3251e1c5a51ca6b08a86,cfe6ea7b7e7efe7c
dataset/cardboard/cardboard185.jpg,cardboard,test,file:dataset/cardboard/cardboard185.jpg,65fefbd73dd0f968703ba0c7319e33d8b52cfad221bca536733ceed485675d14,3fbfbe9e3676d6f0
dataset/cardboard/cardboard191.jpg,cardboard,test,file:dataset/cardboard/cardboard191.jpg,2b82e19cb55b982d291c8838f84c7e4d3639013727fc814fe4aa7589f20fadad,1eaccee6e6ce9e8e
dataset/cardboard/cardboard205.jpg,cardboard,test,file:dataset/cardboard/cardboard205.jpg,cb18509203c2d290dfd7f7c89b371499e85eaaf6c1681dcb31c0548588c28429,7070e0e0f0e0e0d8
dataset/cardboard/cardboard209.jpg,cardboard,test,file:dataset/cardboard/cardboard209.jpg,52b6c183732b04bd232645f5e8685c19280dbc2f0ce9725b156b472924183cb5,fefefefefe9efedc
dataset/cardboard/cardboard21.jpg,cardboard,test,file:dataset/cardboard/cardboard21.jpg,d701faf2b056316b6198b2e5e07030b2308e8474d4cf30e9543728591f2acbda,276f6f6e7e7e7c6e
dataset/cardboard/cardboard221.jpg,cardboard,test,file:dataset/cardboard/cardboard221.jpg,5302461a04d678d5e8637ba2afedb6adbcc4297c8fc008b9c3fbca17fafeaaac,feffffffffffffff
